CREATION_DATE,PAYMENT_IN_USD,Transaction_Type
2015-03-01 00:00:00,11503542,product purchase
2015-03-02 00:00:00,7513748,product purchase
2015-03-03 00:00:00,7236582,product purchase
2015-03-04 00:00:00,7844067,product purchase
2015-03-05 00:00:00,8076835,product purchase
2015-03-06 00:00:00,8430605,product purchase
2015-03-07 00:00:00,10525932,product purchase
2015-03-08 00:00:00,9179303,product purchase
2015-03-09 00:00:00,6406189,product purchase
2015-03-10 00:00:00,6966756,product purchase
2015-03-11 00:00:00,7932453,product purchase
2015-03-12 00:00:00,7386312,product purchase
2015-03-13 00:00:00,8363927,product purchase
2015-03-14 00:00:00,10897803,product purchase
2015-03-15 00:00:00,9504748,product purchase
2015-03-16 00:00:00,7136784,product purchase
2015-03-17 00:00:00,8181215,product purchase
2015-03-18 00:00:00,7849104,product purchase
2015-03-19 00:00:00,8752928,product purchase
2015-03-20 00:00:00,9065068,product purchase
2015-03-21 00:00:00,11349791,product purchase
2015-03-22 00:00:00,9928409,product purchase
2015-03-23 00:00:00,7925271,product purchase
2015-03-24 00:00:00,9972796,product purchase
2015-03-25 00:00:00,9614184,product purchase
2015-03-26 00:00:00,10165944,product purchase
2015-03-27 00:00:00,10509300,product purchase
2015-03-28 00:00:00,12874641,product purchase
2015-03-29 00:00:00,9775606,product purchase
2015-03-30 00:00:00,8224931,product purchase
2015-03-31 00:00:00,8393723,product purchase
2015-04-01 00:00:00,8679052,product purchase
2015-04-02 00:00:00,9760800,product purchase
2015-04-03 00:00:00,10667684,product purchase
2015-04-04 00:00:00,10775649,product purchase
2015-04-05 00:00:00,10613705,product purchase
2015-04-06 00:00:00,8027481,product purchase
2015-04-07 00:00:00,8329203,product purchase
2015-04-08 00:00:00,7864680,product purchase
2015-04-09 00:00:00,7645938,product purchase
2015-04-10 00:00:00,8108291,product purchase
2015-04-11 00:00:00,9685218,product purchase
2015-04-12 00:00:00,8707113,product purchase
2015-04-13 00:00:00,6942192,product purchase
2015-04-14 00:00:00,8174905,product purchase
2015-04-15 00:00:00,7284374,product purchase
2015-04-16 00:00:00,6540576,product purchase
2015-04-17 00:00:00,7574714,product purchase
2015-04-18 00:00:00,9731015,product purchase
2015-04-19 00:00:00,8654734,product purchase
2015-04-20 00:00:00,6073227,product purchase
2015-04-21 00:00:00,5305002,product purchase
2015-04-22 00:00:00,5446287,product purchase
2015-04-23 00:00:00,6035425,product purchase
2015-04-24 00:00:00,6860478,product purchase
2015-04-25 00:00:00,8875698,product purchase
2015-04-26 00:00:00,7894914,product purchase
2015-04-27 00:00:00,5387865,product purchase
2015-04-28 00:00:00,5600620,product purchase
2015-04-29 00:00:00,6059340,product purchase
2015-04-30 00:00:00,7545616,product purchase
2015-05-01 00:00:00,9200888,product purchase
2015-05-02 00:00:00,9402135,product purchase
2015-05-03 00:00:00,8146845,product purchase
2015-05-04 00:00:00,6517749,product purchase
2015-05-05 00:00:00,6626839,product purchase
2015-05-06 00:00:00,6493492,product purchase
2015-05-07 00:00:00,7161781,product purchase
2015-05-08 00:00:00,8003341,product purchase
2015-05-09 00:00:00,9463487,product purchase
2015-05-10 00:00:00,8285461,product purchase
2015-05-11 00:00:00,5718282,product purchase
2015-05-12 00:00:00,5712700,product purchase
2015-05-13 00:00:00,6236073,product purchase
2015-05-14 00:00:00,6789782,product purchase
2015-05-15 00:00:00,7629568,product purchase
2015-05-16 00:00:00,9698675,product purchase
2015-05-17 00:00:00,8940335,product purchase
2015-05-18 00:00:00,8138231,product purchase
2015-05-19 00:00:00,10665327,product purchase
2015-05-20 00:00:00,7630337,product purchase
2015-05-21 00:00:00,8133446,product purchase
2015-05-22 00:00:00,8983225,product purchase
2015-05-23 00:00:00,9905277,product purchase
2015-05-24 00:00:00,8821393,product purchase
2015-05-25 00:00:00,7918056,product purchase
2015-05-26 00:00:00,6484594,product purchase
2015-05-27 00:00:00,6809300,product purchase
2015-05-28 00:00:00,7740112,product purchase
2015-05-29 00:00:00,8134826,product purchase
2015-05-30 00:00:00,9460419,product purchase
2015-05-31 00:00:00,8860815,product purchase
2015-06-01 00:00:00,6540915,product purchase
2015-06-02 00:00:00,6574054,product purchase
2015-06-03 00:00:00,6951564,product purchase
2015-06-04 00:00:00,7240406,product purchase
2015-06-05 00:00:00,7775296,product purchase
2015-06-06 00:00:00,8877441,product purchase
2015-06-07 00:00:00,8252179,product purchase
2015-06-08 00:00:00,7181165,product purchase
2015-06-09 00:00:00,8050792,product purchase
2015-06-10 00:00:00,8513750,product purchase
2015-06-11 00:00:00,8300058,product purchase
2015-06-12 00:00:00,8511498,product purchase
2015-06-13 00:00:00,9509596,product purchase
2015-06-14 00:00:00,9072136,product purchase
2015-06-15 00:00:00,6944849,product purchase
2015-06-16 00:00:00,7409030,product purchase
2015-06-17 00:00:00,8046135,product purchase
2015-06-18 00:00:00,8137271,product purchase
2015-06-19 00:00:00,8582417,product purchase
2015-06-20 00:00:00,10445255,product purchase
2015-06-21 00:00:00,9509539,product purchase
2015-06-22 00:00:00,8456258,product purchase
2015-06-23 00:00:00,8328650,product purchase
2015-06-24 00:00:00,7919803,product purchase
2015-06-25 00:00:00,7591046,product purchase
2015-06-26 00:00:00,7804742,product purchase
2015-06-27 00:00:00,9244945,product purchase
2015-06-28 00:00:00,8537013,product purchase
2015-06-29 00:00:00,7085974,product purchase
2015-06-30 00:00:00,6204724,product purchase
2015-07-01 00:00:00,7463949,product purchase
2015-07-02 00:00:00,7543176,product purchase
2015-07-03 00:00:00,7466232,product purchase
2015-07-04 00:00:00,8383025,product purchase
2015-07-05 00:00:00,7525586,product purchase
2015-07-06 00:00:00,6489018,product purchase
2015-07-07 00:00:00,5396290,product purchase
2015-07-08 00:00:00,7898274,product purchase
2015-07-09 00:00:00,7369751,product purchase
2015-07-10 00:00:00,7740028,product purchase
2015-07-11 00:00:00,8479975,product purchase
2015-07-12 00:00:00,7948849,product purchase
2015-07-13 00:00:00,6407986,product purchase
2015-07-14 00:00:00,6999993,product purchase
2015-07-15 00:00:00,7113177,product purchase
2015-07-16 00:00:00,7004871,product purchase
2015-07-17 00:00:00,7649694,product purchase
2015-07-18 00:00:00,8901651,product purchase
2015-07-19 00:00:00,8282092,product purchase
2015-07-20 00:00:00,6953865,product purchase
2015-07-21 00:00:00,6655392,product purchase
2015-07-22 00:00:00,6853040,product purchase
2015-07-23 00:00:00,6689361,product purchase
2015-07-24 00:00:00,7293072,product purchase
2015-07-25 00:00:00,8179794,product purchase
2015-07-26 00:00:00,7649342,product purchase
2015-07-27 00:00:00,6434485,product purchase
2015-07-28 00:00:00,6374958,product purchase
2015-07-29 00:00:00,6707327,product purchase
2015-07-30 00:00:00,7142365,product purchase
2015-07-31 00:00:00,8061190,product purchase
2015-08-01 00:00:00,9132353,product purchase
2015-08-02 00:00:00,7985716,product purchase
2015-08-03 00:00:00,6963488,product purchase
2015-08-04 00:00:00,6759260,product purchase
2015-08-05 00:00:00,6686073,product purchase
2015-08-06 00:00:00,6804321,product purchase
2015-08-07 00:00:00,7016996,product purchase
2015-08-08 00:00:00,7888600,product purchase
2015-08-09 00:00:00,7447758,product purchase
2015-08-10 00:00:00,6554404,product purchase
2015-08-11 00:00:00,7209993,product purchase
2015-08-12 00:00:00,7289872,product purchase
2015-08-13 00:00:00,7307404,product purchase
2015-08-14 00:00:00,7880777,product purchase
2015-08-15 00:00:00,8730229,product purchase
2015-08-16 00:00:00,8219172,product purchase
2015-08-17 00:00:00,6790449,product purchase
2015-08-18 00:00:00,7347673,product purchase
2015-08-19 00:00:00,7919584,product purchase
2015-08-20 00:00:00,6964846,product purchase
2015-08-21 00:00:00,7494226,product purchase
2015-08-22 00:00:00,8629512,product purchase
2015-08-23 00:00:00,7869509,product purchase
2015-08-24 00:00:00,7067825,product purchase
2015-08-25 00:00:00,9453023,product purchase
2015-08-26 00:00:00,8541684,product purchase
2015-08-27 00:00:00,7998709,product purchase
2015-08-28 00:00:00,8944396,product purchase
2015-08-29 00:00:00,10494773,product purchase
2015-08-30 00:00:00,9685331,product purchase
2015-08-31 00:00:00,8657993,product purchase
2015-09-01 00:00:00,9973670,product purchase
2015-09-02 00:00:00,8545523,product purchase
2015-09-03 00:00:00,7890524,product purchase
2015-09-04 00:00:00,9095020,product purchase
2015-09-05 00:00:00,10599330,product purchase
2015-09-06 00:00:00,9028291,product purchase
2015-09-07 00:00:00,8006265,product purchase
2015-09-08 00:00:00,7126540,product purchase
2015-09-09 00:00:00,8204965,product purchase
2015-09-10 00:00:00,8228722,product purchase
2015-09-11 00:00:00,8954670,product purchase
2015-09-12 00:00:00,10962331,product purchase
2015-09-13 00:00:00,10072327,product purchase
2015-09-14 00:00:00,9858632,product purchase
2015-09-15 00:00:00,14379857,product purchase
2015-09-16 00:00:00,9659662,product purchase
2015-09-17 00:00:00,9254268,product purchase
2015-09-18 00:00:00,9500957,product purchase
2015-09-19 00:00:00,11874555,product purchase
2015-09-20 00:00:00,9950752,product purchase
2015-09-21 00:00:00,8467939,product purchase
2015-09-22 00:00:00,11539470,product purchase
2015-09-23 00:00:00,14494375,product purchase
2015-09-24 00:00:00,20517296,product purchase
2015-09-25 00:00:00,17935516,product purchase
2015-09-26 00:00:00,17193156,product purchase
2015-09-27 00:00:00,13951243,product purchase
2015-09-28 00:00:00,10757503,product purchase
2015-09-29 00:00:00,10258422,product purchase
2015-09-30 00:00:00,11848334,product purchase
2015-10-01 00:00:00,12767789,product purchase
2015-10-02 00:00:00,13215464,product purchase
2015-10-03 00:00:00,14757866,product purchase
2015-10-04 00:00:00,11679256,product purchase
2015-10-05 00:00:00,9538869,product purchase
2015-10-06 00:00:00,9987776,product purchase
2015-10-07 00:00:00,11051550,product purchase
2015-10-08 00:00:00,10581685,product purchase
2015-10-09 00:00:00,12170678,product purchase
2015-10-10 00:00:00,14483853,product purchase
2015-10-11 00:00:00,12425564,product purchase
2015-10-12 00:00:00,10625152,product purchase
2015-10-13 00:00:00,9893794,product purchase
2015-10-14 00:00:00,8766842,product purchase
2015-10-15 00:00:00,8424128,product purchase
2015-10-16 00:00:00,11707808,product purchase
2015-10-17 00:00:00,13465675,product purchase
2015-10-18 00:00:00,11614695,product purchase
2015-10-19 00:00:00,9350760,product purchase
2015-10-20 00:00:00,9638830,product purchase
2015-10-21 00:00:00,9324979,product purchase
2015-10-22 00:00:00,9730416,product purchase
2015-10-23 00:00:00,12542705,product purchase
2015-10-24 00:00:00,14228368,product purchase
2015-10-25 00:00:00,11911181,product purchase
2015-10-26 00:00:00,11032620,product purchase
2015-10-27 00:00:00,11061158,product purchase
2015-10-28 00:00:00,10427282,product purchase
2015-10-29 00:00:00,15226954,product purchase
2015-10-30 00:00:00,13504868,product purchase
2015-10-31 00:00:00,14354253,product purchase
2015-11-01 00:00:00,12955922,product purchase
2015-11-02 00:00:00,11075271,product purchase
2015-11-03 00:00:00,11806063,product purchase
2015-11-04 00:00:00,13490016,product purchase
2015-11-05 00:00:00,19379019,product purchase
2015-11-06 00:00:00,24148067,product purchase
2015-11-07 00:00:00,21121962,product purchase
2015-11-08 00:00:00,15325059,product purchase
2015-11-09 00:00:00,13618807,product purchase
2015-11-10 00:00:00,13861666,product purchase
2015-11-11 00:00:00,11398451,product purchase
2015-11-12 00:00:00,10094477,product purchase
2015-11-13 00:00:00,11388144,product purchase
2015-11-14 00:00:00,14814909,product purchase
2015-11-15 00:00:00,12424085,product purchase
2015-11-16 00:00:00,9361892,product purchase
2015-11-17 00:00:00,11009776,product purchase
2015-11-18 00:00:00,10647754,product purchase
2015-11-19 00:00:00,11821918,product purchase
2015-11-20 00:00:00,11486911,product purchase
2015-11-21 00:00:00,14002209,product purchase
2015-11-22 00:00:00,11547902,product purchase
2015-11-23 00:00:00,8785731,product purchase
2015-11-24 00:00:00,9400532,product purchase
2015-11-25 00:00:00,10060862,product purchase
2015-11-26 00:00:00,12356708,product purchase
2015-11-27 00:00:00,24777917,product purchase
2015-11-28 00:00:00,20825111,product purchase
2015-11-29 00:00:00,17528627,product purchase
2015-11-30 00:00:00,16135364,product purchase
2015-12-01 00:00:00,12184187,product purchase
2015-12-02 00:00:00,8746402,product purchase
2015-12-03 00:00:00,8623284,product purchase
2015-12-04 00:00:00,10635434,product purchase
2015-12-05 00:00:00,15030245,product purchase
2015-12-06 00:00:00,13199110,product purchase
2015-12-07 00:00:00,9111177,product purchase
2015-12-08 00:00:00,9108686,product purchase
2015-12-09 00:00:00,9017619,product purchase
2015-12-10 00:00:00,9717253,product purchase
2015-12-11 00:00:00,11298819,product purchase
2015-12-12 00:00:00,14313912,product purchase
2015-12-13 00:00:00,12697887,product purchase
2015-12-14 00:00:00,10284992,product purchase
2015-12-15 00:00:00,11140464,product purchase
2015-12-16 00:00:00,11490485,product purchase
2015-12-17 00:00:00,12235503,product purchase
2015-12-18 00:00:00,15636456,product purchase
2015-12-19 00:00:00,16196773,product purchase
2015-12-20 00:00:00,14360804,product purchase
2015-12-21 00:00:00,12347948,product purchase
2015-12-22 00:00:00,13181768,product purchase
2015-12-23 00:00:00,15163687,product purchase
2015-12-24 00:00:00,22783898,product purchase
2015-12-25 00:00:00,42183694,product purchase
2015-12-26 00:00:00,35012538,product purchase
2015-12-27 00:00:00,29056641,product purchase
2015-12-28 00:00:00,25662026,product purchase
2015-12-29 00:00:00,19984365,product purchase
2015-12-30 00:00:00,21017794,product purchase
2015-12-31 00:00:00,19712676,product purchase
2016-01-01 00:00:00,20990345,product purchase
2016-01-02 00:00:00,20246436,product purchase
2016-01-03 00:00:00,17969261,product purchase
2016-01-04 00:00:00,8794678,product purchase
2016-01-05 00:00:00,15931318,product purchase
2016-01-06 00:00:00,13526703,product purchase
2016-01-07 00:00:00,12911678,product purchase
2016-01-08 00:00:00,12250034,product purchase
2016-01-09 00:00:00,15974475,product purchase
2016-01-10 00:00:00,13842555,product purchase
2016-01-11 00:00:00,12718774,product purchase
2016-01-12 00:00:00,13688180,product purchase
2016-01-13 00:00:00,13167261,product purchase
2016-01-14 00:00:00,13003402,product purchase
2016-01-15 00:00:00,16737891,product purchase
2016-01-16 00:00:00,19682575,product purchase
2016-01-17 00:00:00,16857776,product purchase
2016-01-18 00:00:00,12991140,product purchase
2016-01-19 00:00:00,9199873,product purchase
2016-01-20 00:00:00,9225589,product purchase
2016-01-21 00:00:00,9558888,product purchase
2016-01-22 00:00:00,10998066,product purchase
2016-01-23 00:00:00,15696712,product purchase
2016-01-24 00:00:00,13233860,product purchase
2016-01-25 00:00:00,8962104,product purchase
2016-01-26 00:00:00,10029051,product purchase
2016-01-27 00:00:00,10578264,product purchase
2016-01-28 00:00:00,11839980,product purchase
2016-01-29 00:00:00,13815597,product purchase
2016-01-30 00:00:00,16243562,product purchase
2016-01-31 00:00:00,14297411,product purchase
2016-02-01 00:00:00,11537222,product purchase
2016-02-02 00:00:00,19191081,product purchase
2016-02-03 00:00:00,16233974,product purchase
2016-02-04 00:00:00,13943728,product purchase
2016-02-05 00:00:00,16539247,product purchase
2016-02-06 00:00:00,19375521,product purchase
2016-02-07 00:00:00,16395378,product purchase
2016-02-08 00:00:00,12233888,product purchase
2016-02-09 00:00:00,13941892,product purchase
2016-02-10 00:00:00,14597070,product purchase
2016-02-11 00:00:00,13837880,product purchase
2016-02-12 00:00:00,16071114,product purchase
2016-02-13 00:00:00,19704236,product purchase
2016-02-14 00:00:00,17646925,product purchase
2016-02-15 00:00:00,14158902,product purchase
2016-02-16 00:00:00,12848913,product purchase
2016-02-17 00:00:00,12658880,product purchase
2016-02-18 00:00:00,12476631,product purchase
2016-02-19 00:00:00,13128384,product purchase
2016-02-20 00:00:00,15696500,product purchase
2016-02-21 00:00:00,14411600,product purchase
2016-02-22 00:00:00,11749303,product purchase
2016-02-23 00:00:00,12008667,product purchase
2016-02-24 00:00:00,12034333,product purchase
2016-02-25 00:00:00,11773153,product purchase
2016-02-26 00:00:00,13667963,product purchase
2016-02-27 00:00:00,16939554,product purchase
2016-02-28 00:00:00,15000520,product purchase
2016-02-29 00:00:00,11683156,product purchase
2016-03-01 00:00:00,12450059,product purchase
2016-03-02 00:00:00,10856754,product purchase
2016-03-03 00:00:00,11654662,product purchase
2016-03-04 00:00:00,12716072,product purchase
2016-03-05 00:00:00,16564444,product purchase
2016-03-06 00:00:00,15826459,product purchase
2016-03-07 00:00:00,13833807,product purchase
2016-03-08 00:00:00,16370025,product purchase
2016-03-09 00:00:00,12217043,product purchase
2016-03-10 00:00:00,13166437,product purchase
2016-03-11 00:00:00,14678154,product purchase
2016-03-12 00:00:00,18234275,product purchase
2016-03-13 00:00:00,15266127,product purchase
2016-03-14 00:00:00,10207214,product purchase
2016-03-15 00:00:00,10725686,product purchase
2016-03-16 00:00:00,11182451,product purchase
2016-03-17 00:00:00,11658219,product purchase
2016-03-18 00:00:00,14595411,product purchase
2016-03-19 00:00:00,17735510,product purchase
2016-03-20 00:00:00,14976891,product purchase
2016-03-21 00:00:00,11507268,product purchase
2016-03-22 00:00:00,12225163,product purchase
2016-03-23 00:00:00,13624024,product purchase
2016-03-24 00:00:00,16768667,product purchase
2016-03-25 00:00:00,16655171,product purchase
2016-03-26 00:00:00,16782336,product purchase
2016-03-27 00:00:00,17206715,product purchase
2016-03-28 00:00:00,13614497,product purchase
2016-03-29 00:00:00,12770346,product purchase
2016-03-30 00:00:00,11872522,product purchase
2016-03-31 00:00:00,12652461,product purchase
2016-04-01 00:00:00,14364967,product purchase
2016-04-02 00:00:00,15673594,product purchase
2016-04-03 00:00:00,13444053,product purchase
2016-04-04 00:00:00,10003815,product purchase
2016-04-05 00:00:00,10268836,product purchase
2016-04-06 00:00:00,9809850,product purchase
2016-04-07 00:00:00,9451908,product purchase
2016-04-08 00:00:00,11141809,product purchase
2016-04-09 00:00:00,13786199,product purchase
2016-04-10 00:00:00,12145314,product purchase
2016-04-11 00:00:00,10344151,product purchase
2016-04-12 00:00:00,12806472,product purchase
2016-04-13 00:00:00,10670828,product purchase
2016-04-14 00:00:00,9223311,product purchase
2016-04-15 00:00:00,11000059,product purchase
2016-04-16 00:00:00,13582981,product purchase
2016-04-17 00:00:00,11821924,product purchase
2016-04-18 00:00:00,8892143,product purchase
2016-04-19 00:00:00,11460055,product purchase
2016-04-20 00:00:00,9946065,product purchase
2016-04-21 00:00:00,10074541,product purchase
2016-04-22 00:00:00,13345021,product purchase
2016-04-23 00:00:00,15483439,product purchase
2016-04-24 00:00:00,13380725,product purchase
2016-04-25 00:00:00,9310830,product purchase
2016-04-26 00:00:00,8965503,product purchase
2016-04-27 00:00:00,9224428,product purchase
2016-04-28 00:00:00,10580321,product purchase
2016-04-29 00:00:00,14395093,product purchase
2016-04-30 00:00:00,15790220,product purchase
2016-05-01 00:00:00,13835462,product purchase
2016-05-02 00:00:00,10661904,product purchase
2016-05-03 00:00:00,10143079,product purchase
2016-05-04 00:00:00,10544235,product purchase
2016-05-05 00:00:00,10542856,product purchase
2016-05-06 00:00:00,13668986,product purchase
2016-05-07 00:00:00,15369623,product purchase
2016-05-08 00:00:00,13588815,product purchase
2016-05-09 00:00:00,12417601,product purchase
2016-05-10 00:00:00,14075603,product purchase
2016-05-11 00:00:00,11430837,product purchase
2016-05-12 00:00:00,10752846,product purchase
2016-05-13 00:00:00,13913471,product purchase
2016-05-14 00:00:00,15764139,product purchase
2016-05-15 00:00:00,13836730,product purchase
2016-05-16 00:00:00,10142926,product purchase
2016-05-17 00:00:00,9606348,product purchase
2016-05-18 00:00:00,9545163,product purchase
2016-05-19 00:00:00,10530333,product purchase
2016-05-20 00:00:00,13014486,product purchase
2016-05-21 00:00:00,15438065,product purchase
2016-05-22 00:00:00,13617569,product purchase
2016-05-23 00:00:00,11632277,product purchase
2016-05-24 00:00:00,11668538,product purchase
2016-05-25 00:00:00,11096911,product purchase
2016-05-26 00:00:00,11555019,product purchase
2016-05-27 00:00:00,14516331,product purchase
2016-05-28 00:00:00,15647219,product purchase
2016-05-29 00:00:00,13538702,product purchase
2016-05-30 00:00:00,12678954,product purchase
2016-05-31 00:00:00,12235840,product purchase
2016-06-01 00:00:00,12573572,product purchase
2016-06-02 00:00:00,11517519,product purchase
2016-06-03 00:00:00,12768913,product purchase
2016-06-04 00:00:00,14720680,product purchase
2016-06-05 00:00:00,13587040,product purchase
2016-06-06 00:00:00,10089631,product purchase
2016-06-07 00:00:00,11952028,product purchase
2016-06-08 00:00:00,11455486,product purchase
2016-06-09 00:00:00,12228322,product purchase
2016-06-10 00:00:00,13279771,product purchase
2016-06-11 00:00:00,13868776,product purchase
2016-06-12 00:00:00,12593049,product purchase
2016-06-13 00:00:00,9749463,product purchase
2016-06-14 00:00:00,11700699,product purchase
2016-06-15 00:00:00,12996764,product purchase
2016-06-16 00:00:00,12207369,product purchase
2016-06-17 00:00:00,12798329,product purchase
2016-06-18 00:00:00,14848576,product purchase
2016-06-19 00:00:00,13581713,product purchase
2016-06-20 00:00:00,10985341,product purchase
2016-06-21 00:00:00,10860829,product purchase
2016-06-22 00:00:00,10205374,product purchase
2016-06-23 00:00:00,10861614,product purchase
2016-06-24 00:00:00,11562593,product purchase
2016-06-25 00:00:00,13013043,product purchase
2016-06-26 00:00:00,11769519,product purchase
2016-06-27 00:00:00,9846097,product purchase
2016-06-28 00:00:00,11579909,product purchase
2016-06-29 00:00:00,11592322,product purchase
2016-06-30 00:00:00,12172556,product purchase
2016-07-01 00:00:00,14313344,product purchase
2016-07-02 00:00:00,14743787,product purchase
2016-07-03 00:00:00,12648431,product purchase
2016-07-04 00:00:00,11132096,product purchase
2016-07-05 00:00:00,11033540,product purchase
2016-07-06 00:00:00,11609730,product purchase
2016-07-07 00:00:00,11095386,product purchase
2016-07-08 00:00:00,12246903,product purchase
2016-07-09 00:00:00,13576885,product purchase
2016-07-10 00:00:00,11892993,product purchase
2016-07-11 00:00:00,10020082,product purchase
2016-07-12 00:00:00,11748284,product purchase
2016-07-13 00:00:00,9998387,product purchase
2016-07-14 00:00:00,9426188,product purchase
2016-07-15 00:00:00,10795135,product purchase
2016-07-16 00:00:00,12371270,product purchase
2016-07-17 00:00:00,10926507,product purchase
2016-07-18 00:00:00,9193589,product purchase
2016-07-19 00:00:00,8001154,product purchase
2016-07-20 00:00:00,7927792,product purchase
2016-07-21 00:00:00,8007286,product purchase
2016-07-22 00:00:00,8709393,product purchase
2016-07-23 00:00:00,9856606,product purchase
2016-07-24 00:00:00,9138032,product purchase
2016-07-25 00:00:00,7918758,product purchase
2016-07-26 00:00:00,8451453,product purchase
2016-07-27 00:00:00,9819671,product purchase
2016-07-28 00:00:00,11249538,product purchase
2016-07-29 00:00:00,12427798,product purchase
2016-07-30 00:00:00,13285695,product purchase
2016-07-31 00:00:00,12473280,product purchase
2016-08-01 00:00:00,11140062,product purchase
2016-08-02 00:00:00,12082894,product purchase
2016-08-03 00:00:00,11638734,product purchase
2016-08-04 00:00:00,10964240,product purchase
2016-08-05 00:00:00,11417916,product purchase
2016-08-06 00:00:00,12461979,product purchase
2016-08-07 00:00:00,11810577,product purchase
2016-08-08 00:00:00,12256365,product purchase
2016-08-09 00:00:00,16534905,product purchase
2016-08-10 00:00:00,14327690,product purchase
2016-08-11 00:00:00,12010727,product purchase
2016-08-12 00:00:00,12296888,product purchase
2016-08-13 00:00:00,13045475,product purchase
2016-08-14 00:00:00,11814766,product purchase
2016-08-15 00:00:00,9766611,product purchase
2016-08-16 00:00:00,9687539,product purchase
2016-08-17 00:00:00,9499515,product purchase
2016-08-18 00:00:00,9902779,product purchase
2016-08-19 00:00:00,11906678,product purchase
2016-08-20 00:00:00,15017860,product purchase
2016-08-21 00:00:00,13917759,product purchase
2016-08-22 00:00:00,11415638,product purchase
2016-08-23 00:00:00,12921528,product purchase
2016-08-24 00:00:00,10671841,product purchase
2016-08-25 00:00:00,10884101,product purchase
2016-08-26 00:00:00,11911506,product purchase
2016-08-27 00:00:00,14412807,product purchase
2016-08-28 00:00:00,12301997,product purchase
2016-08-29 00:00:00,10015879,product purchase
2016-08-30 00:00:00,10678399,product purchase
2016-08-31 00:00:00,10495043,product purchase
2016-09-01 00:00:00,10065197,product purchase
2016-09-02 00:00:00,11335415,product purchase
2016-09-03 00:00:00,13588719,product purchase
2016-09-04 00:00:00,11974805,product purchase
2016-09-05 00:00:00,10856045,product purchase
2016-09-06 00:00:00,8303109,product purchase
2016-09-07 00:00:00,10495607,product purchase
2016-09-08 00:00:00,10939353,product purchase
2016-09-09 00:00:00,13481658,product purchase
2016-09-10 00:00:00,15656354,product purchase
2016-09-11 00:00:00,13827230,product purchase
2016-09-12 00:00:00,10754479,product purchase
2016-09-13 00:00:00,11791694,product purchase
2016-09-14 00:00:00,13794377,product purchase
2016-09-15 00:00:00,15638054,product purchase
2016-09-16 00:00:00,18987815,product purchase
2016-09-17 00:00:00,20247320,product purchase
2016-09-18 00:00:00,16856152,product purchase
2016-09-19 00:00:00,13483258,product purchase
2016-09-20 00:00:00,14444451,product purchase
2016-09-21 00:00:00,13322579,product purchase
2016-09-22 00:00:00,13214623,product purchase
2016-09-23 00:00:00,15291045,product purchase
2016-09-24 00:00:00,18025691,product purchase
2016-09-25 00:00:00,15717304,product purchase
2016-09-26 00:00:00,14070828,product purchase
2016-09-27 00:00:00,17348339,product purchase
2016-09-28 00:00:00,22162828,product purchase
2016-09-29 00:00:00,29300707,product purchase
2016-09-30 00:00:00,26816236,product purchase
2016-10-01 00:00:00,26095940,product purchase
2016-10-02 00:00:00,21861773,product purchase
2016-10-03 00:00:00,16283183,product purchase
2016-10-04 00:00:00,16013544,product purchase
2016-10-05 00:00:00,16879882,product purchase
2016-10-06 00:00:00,17074134,product purchase
2016-10-07 00:00:00,19794569,product purchase
2016-10-08 00:00:00,22628806,product purchase
2016-10-09 00:00:00,19148164,product purchase
2016-10-10 00:00:00,15353353,product purchase
2016-10-11 00:00:00,14417091,product purchase
2016-10-12 00:00:00,16108520,product purchase
2016-10-13 00:00:00,17875299,product purchase
2016-10-14 00:00:00,20499487,product purchase
2016-10-15 00:00:00,21842189,product purchase
2016-10-16 00:00:00,18838883,product purchase
2016-10-17 00:00:00,16709857,product purchase
2016-10-18 00:00:00,16735298,product purchase
2016-10-19 00:00:00,14928587,product purchase
2016-10-20 00:00:00,15655049,product purchase
2016-10-21 00:00:00,17495370,product purchase
2016-10-22 00:00:00,24786040,product purchase
2016-10-23 00:00:00,18554799,product purchase
2016-10-24 00:00:00,15047193,product purchase
2016-10-25 00:00:00,17403459,product purchase
2016-10-26 00:00:00,14267963,product purchase
2016-10-27 00:00:00,17209366,product purchase
2016-10-28 00:00:00,22684558,product purchase
2016-10-29 00:00:00,20860144,product purchase
2016-10-30 00:00:00,17848586,product purchase
2016-10-31 00:00:00,15686916,product purchase
2016-11-01 00:00:00,15907412,product purchase
2016-11-02 00:00:00,15698015,product purchase
2016-11-03 00:00:00,17501955,product purchase
2016-11-04 00:00:00,20896045,product purchase
2016-11-05 00:00:00,21203570,product purchase
2016-11-06 00:00:00,17581745,product purchase
2016-11-07 00:00:00,12393395,product purchase
2016-11-08 00:00:00,12195202,product purchase
2016-11-09 00:00:00,11979004,product purchase
2016-11-10 00:00:00,14046607,product purchase
2016-11-11 00:00:00,17584470,product purchase
2016-11-12 00:00:00,19609169,product purchase
2016-11-13 00:00:00,16789752,product purchase
2016-11-14 00:00:00,12326684,product purchase
2016-11-15 00:00:00,13904062,product purchase
2016-11-16 00:00:00,14366284,product purchase
2016-11-17 00:00:00,13107260,product purchase
2016-11-18 00:00:00,15619775,product purchase
2016-11-19 00:00:00,18361331,product purchase
2016-11-20 00:00:00,16162414,product purchase
2016-11-21 00:00:00,12282406,product purchase
2016-11-22 00:00:00,13138314,product purchase
2016-11-23 00:00:00,15752474,product purchase
2016-11-24 00:00:00,25920498,product purchase
